# operator_convention: H_A(k)=H(k+A_x*xhat); Jx=dH/dA_x; Kxx=d2H/dA_x2
# omega Re_sigma_exact Im_sigma_exact Re_sigma_L Im_sigma_L Re_reg_exact Im_reg_exact Re_reg_L Im_reg_L
0.161 -0.36765555287798957 -1.5252971613194666 -0.36765555287799084 -1.525297161319466 0.20922111015052192 -0.0964180421257687 0.20922111015052297 -0.09641804212576245
0.162 -0.3592857483370799 -1.5176843856120341 -0.3592857483370777 -1.5176843856120297 0.21147548057287807 -0.0951717843287542 0.21147548057288246 -0.09517178432874437
0.163 -0.3510218071554835 -1.5100377442183455 -0.3510218071554798 -1.5100377442183386 0.21371560544624113 -0.09385007877094376 0.213715605446247 -0.0938500787709313
0.164 -0.34286516747937745 -1.502356424452196 -0.342865167479377 -1.5023564244521928 0.21593833766690673 -0.09245219608310988 0.2159383376669094 -0.09245219608310111
0.165 -0.33481741397623443 -1.4946397463338061 -0.33481741397623677 -1.49463974633381 0.21814042016231916 -0.09097755198209315 0.2181404201623189 -0.09097755198209143
0.166 -0.32688027066065484 -1.4868871744912548 -0.3268802706606533 -1.4868871744912555 0.22031849223722463 -0.08942571847513195 0.22031849223722835 -0.08942571847512693
0.167 -0.3190555926477659 -1.4790983298961313 -0.31905559264776634 -1.4790983298961309 0.22246909700962686 -0.08779643493021469 0.2224690970096284 -0.08779643493020886
0.168 -0.3113453568060921 -1.4712730013287447 -0.3113453568060904 -1.4712730013287374 0.22458868996445577 -0.08608961890640551 0.22458868996445963 -0.08608961890639259
0.169 -0.3037516512919023 -1.463411156460477 -0.30375165129190307 -1.4634111564604784 0.22667364864274983 -0.08430537663038148 0.2266736486427512 -0.08430537663037724
0.17 -0.29627666395881874 -1.4555129524347974 -0.2962766639588201 -1.4555129524348 0.22872028347235124 -0.08244401299942959 0.22872028347235202 -0.08244401299942675
0.171 -0.28892266964910557 -1.4475787458224814 -0.28892266964910707 -1.4475787458224838 0.2307248497334769 -0.0805060409852259 0.2307248497334774 -0.08050604098522295
0.172 -0.2816920163874158 -1.4396091018233053 -0.2816920163874148 -1.4396091018233055 0.23268356063815465 -0.07849219030948817 0.23268356063815773 -0.0784921903094831
0.173 -0.2745871105127301 -1.4316048025835801 -0.2745871105127299 -1.4316048025835801 0.23459260148754849 -0.07640341525976213 0.2345926014875506 -0.07640341525975672
0.174 -0.2676104008003337 -1.4235668544985622 -0.26761040080033416 -1.423566854498562 0.23644814485508234 -0.07424090151329445 0.236448144855084 -0.07424090151328891
0.175 -0.2607643616423948 -1.4154964943703299 -0.26076436164239253 -1.415496494370326 0.2382463667265439 -0.072006071838572 0.2382463667265481 -0.0720060718385628
0.176 -0.2540514753727292 -1.4073951942952958 -0.2540514753727269 -1.4073951942952903 0.23998346351132263 -0.0697005905477092 0.2399834635113269 -0.06970059054769857
0.177 -0.24747421383860038 -1.3992646651616325 -0.2474742138386011 -1.3992646651616323 0.24165566982167727 -0.0673263665790305 0.2416556698216785 -0.0673263665790249
0.178 -0.2410350193392806 -1.3911068586454283 -0.2410350193392773 -1.3911068586454234 0.24325927690003293 -0.06488555509776983 0.24325927690003812 -0.06488555509775965
0.179 -0.23473628506744232 -1.3829239676052096 -0.23473628506744218 -1.3829239676052094 0.24479065155797847 -0.062380557513666154 0.24479065155798055 -0.06238055751366093
0.18 -0.22858033520484008 -1.3747184247881719 -0.22858033520483875 -1.3747184247881663 0.24624625547522852 -0.059814019827982075 0.24624625547523168 -0.059814019827971285
0.181 -0.2225694048375702 -1.3664928997770058 -0.22256940483756815 -1.3664928997770007 0.2476226646929957 -0.05718882923804561 0.2476226646929996 -0.05718882923803513
0.182 -0.216705619868522 -1.3582502941246872 -0.2167056198685202 -1.3582502941246832 0.2489165891238877 -0.054508108945940006 0.2489165891238914 -0.05450810894593101
0.183 -0.21099097711445258 -1.3499937346443727 -0.21099097711445425 -1.3499937346443793 0.2501248918906253 -0.05177521113776864 0.2501248918906255 -0.05177521113777015
0.184 -0.2054273247827227 -1.3417265648438446 -0.20542732478272313 -1.3417265648438472 0.251244608298276 -0.04899370812224831 0.2512446082982774 -0.04899370812224589
0.185 -0.20001634352725645 -1.3334523345169815 -0.200016343527254 -1.3334523345169766 0.2522729642401691 -0.04616738164046289 0.2522729642401733 -0.046167381640452754
0.186 -0.19475952828488685 -1.3251747875295004 -0.19475952828488613 -1.3251747875295006 0.253207393836066 -0.04330021038338921 0.25320739383606844 -0.0433002103833843
0.187 -0.18965817109135746 -1.3168978478607982 -0.1896581710913562 -1.3168978478607958 0.25404555610304763 -0.04039635577843313 0.25404555610305063 -0.04039635577842556
0.188 -0.1847133450709864 -1.3086256039888795 -0.18471334507098414 -1.308625603988873 0.2547853504648499 -0.037460146131383765 0.2547853504648539 -0.037460146131372295
0.189 -0.17992588978532292 -1.30036229173009 -0.17992588978532031 -1.3003622917300839 0.25542493091405905 -0.03449605923496444 0.2554249309140634 -0.034496059234953136
0.19 -0.17529639811376707 -1.2921122756685621 -0.17529639811376668 -1.2921122756685635 0.2559627186539331 -0.03150870357836168 0.25596271865393516 -0.031508703578358145
0.191 -0.17082520482367436 -1.2838800293326886 -0.17082520482367708 -1.283880029332693 0.25639741306207986 -0.028502798314549327 0.2563974130620788 -0.02850279831454897
0.192 -0.16651237696868448 -1.2756701142955094 -0.1665123769686832 -1.2756701142955054 0.25672800083699365 -0.025483152161813863 0.2567280008369966 -0.0254831521618051
0.193 -0.16235770623260465 -1.2674871583935634 -0.16235770623260365 -1.267487158393561 0.2569537632098776 -0.022454641433577626 0.2569537632098803 -0.022454641433570198
0.194 -0.15836070331230517 -1.2593358332731912 -0.15836070331230517 -1.2593358332731912 0.2570742811280452 -0.019422187405068465 0.25707428112804687 -0.019422187405063487
0.195 -0.1545205944071522 -1.2512208314841007 -0.15452059440715038 -1.2512208314840958 0.2570894383421379 -0.016390733236230397 0.2570894383421414 -0.016390733236220558
0.196 -0.15083631985533102 -1.2431468433476998 -0.15083631985533108 -1.243146843347701 0.25699942235656614 -0.01336522067797902 0.2569994223565677 -0.013365220677975425
0.197 -0.1473065349293109 -1.2351185338314317 -0.14730653492930917 -1.2351185338314306 0.25680472323069065 -0.010350566792657575 0.256804723230694 -0.010350566792651858
0.198 -0.14392961277421085 -1.22714051965969 -0.14392961277421024 -1.2271405196596898 0.2565061302467546 -0.007351640918902866 0.2565061302467568 -0.007351640918898144
0.199 -0.14070364944495767 -1.2192173468883 -0.14070364944495745 -1.2192173468883 0.2561047264884495 -0.004373242107561089 0.25610472648845134 -0.004373242107556268
0.2 -0.13762647097083286 -1.2113534691610162 -0.1376264709708282 -1.2113534691610097 0.25560188140129847 -0.0014200772467661703 0.25560188140130463 -0.0014200772467547324
0.201 -0.13469564235051817 -1.2035532268553655 -0.13469564235051834 -1.2035532268553653 0.25499924143152614 0.0015032599168023865 0.25499924143152747 0.0015032599168072933
0.202 -0.13190847835711206 -1.1958208273102333 -0.13190847835711034 -1.195820827310231 0.25429871886373473 0.004392308668398319 0.25429871886373795 0.00439230866840526
0.203 -0.12926205601130247 -1.188160326309459 -0.12926205601130025 -1.1881603263094584 0.2535024789989873 0.0072427599534461455 0.2535024789989911 0.007242759953451555
0.204 -0.12675322856281518 -1.1805756109761114 -0.12675322856281362 -1.1805756109761052 0.252612925832977 0.010050473589143922 0.25261292583298006 0.010050473589154821
0.205 -0.1243786408048384 -1.173070384209171 -0.1243786408048363 -1.1730703842091663 0.251632686409378 0.012811493927973058 0.25163268640938163 0.012811493927982393
0.206 -0.12213474553448966 -1.1656481507710688 -0.12213474553448755 -1.1656481507710679 0.25056459403511905 0.015522063864921824 0.2505645940351226 0.01552206386492723
0.207 -0.12001782096397504 -1.1583122051096617 -0.12001782096397476 -1.1583122051096604 0.24941167055273292 0.018178637105085205 0.2494116705527347 0.01817863710509114
0.208 -0.1180239888822642 -1.1510656209731533 -0.11802398888226084 -1.1510656209731451 0.24817710786977334 0.020777888633366808 0.2481771078697781 0.020777888633379513
0.209 -0.11614923336571761 -1.1439112428515334 -0.1161492333657172 -1.1439112428515361 0.2468642489466756 0.02331672335293078 0.2468642489466774 0.023316723352932785
0.21 -0.1143894198380459 -1.1368516792539711 -0.11438941983804832 -1.1368516792539756 0.24547656844250265 0.025792282883185712 0.24547656844250168 0.025792282883186014
0.211 -0.11274031428485451 -1.1298892978078823 -0.11274031428485434 -1.129889297807885 0.24401765321314553 0.02820195053177948 0.24401765321314714 0.02820195053178154
0.212 -0.11119760243597046 -1.123026222144167 -0.11119760243596849 -1.1230262221441663 0.24249118284860946 0.030543354476308904 0.24249118284861287 0.030543354476314184
0.213 -0.1097569087389332 -1.1162643305127504 -0.10975690873893146 -1.1162643305127506 0.24090091042583497 0.03281436921179755 0.2409009104258381 0.03281436921180163
0.214 -0.10841381495947805 -1.1096052560548655 -0.10841381495947633 -1.1096052560548608 0.23925064364105986 0.035013115337674795 0.23925064364106297 0.03501311533768388
0.215 -0.10716387825894544 -1.1030503886427305 -0.10716387825894258 -1.1030503886427236 0.23754422647162962 0.03713795777378695 0.23754422647163387 0.03713795777379817
0.216 -0.10600264861409481 -1.0966008781842906 -0.10600264861409131 -1.0966008781842866 0.23578552150161652 0.03918750250791935 0.23578552150162135 0.039187502507927845
0.217 -0.10492568546117911 -1.0902576392798071 -0.10492568546117939 -1.0902576392798082 0.2339783930292428 0.041160591988216776 0.23397839302924386 0.04116059198822019
0.218 -0.10392857346315301 -1.0840213571088955 -0.10392857346315229 -1.084021357108898 0.23212669105707942 0.04305629928203812 0.23212669105708147 0.043056299282039974
0.219 -0.10300693731607913 -1.0778924944207944 -0.10300693731607607 -1.0778924944207902 0.2302342362488139 0.044873921128614526 0.23023423624881822 0.04487392112862303
0.22 -0.10215645552787384 -1.0718712994972217 -0.10215645552787331 -1.0718712994972182 0.2283048059192997 0.04661297001628863 0.22830480591930155 0.046612970016296634
0.221 -0.10137287311917162 -1.0659578149558624 -0.1013728731191702 -1.065957814955859 0.22634212110797022 0.048273165416420016 0.22634212110797292 0.048273165416427725
0.222 -0.10065201321200504 -1.06015188726312 -0.10065201321200248 -1.0601518872631166 0.22434983476978324 0.04985442430544939 0.22434983476978707 0.049854424305456724
0.223 -0.09998978748708962 -1.0544531768275212 -0.0999897874870902 -1.054453176827521 0.22233152110277413 0.05135685110385746 0.22233152110277482 0.05135685110386206
0.224 -0.0993822055044348 -1.0488611685490763 -0.09938220550443347 -1.048861168549074 0.22029066601736644 0.05278072715682334 0.22029066601736905 0.05278072715682977
0.225 -0.09882538289473769 -1.0433751827053468 -0.09882538289473583 -1.0433751827053435 0.2182306587398568 0.054126499875941966 0.2182306587398599 0.05412649987594944
0.226 -0.09831554844051091 -1.0379943860617369 -0.09831554844051132 -1.0379943860617356 0.21615478453099965 0.05539477165459215 0.2161547845310005 0.055394771654597844
0.227 -0.09784905007590314 -1.0327178031007476 -0.09784905007590258 -1.0327178031007476 0.2140662184906124 0.056586288662314535 0.21406621849061422 0.05658628866231874
0.228 -0.09742235984290193 -1.0275443272731852 -0.09742235984289924 -1.0275443272731823 0.21196802041039398 0.05770192961529893 0.2119680204103979 0.05770192961530606
0.229 -0.09703207784892326 -1.0224727321829281 -0.0970320778489199 -1.0224727321829243 0.20986313062983836 0.05874269461147815 0.20986313062984288 0.05874269461148624
0.23 -0.09667493527676332 -1.0175016826256875 -0.09667493527676319 -1.0175016826256866 0.20775436684415585 0.05970969410987238 0.20775436684415716 0.05970969410987785
0.231 -0.0963477965025718 -1.0126297454111208 -0.09634779650257036 -1.0126297454111188 0.2056444218084328 0.06060413812491082 0.20564442180843545 0.06060413812491703
0.232 -0.09604766038099236 -1.0078553999065625 -0.09604766038098844 -1.0078553999065587 0.20353586187877967 0.06142732569754713 0.2035358618787848 0.06142732569755495
0.233 -0.09577166075901541 -1.0031770482494802 -0.09577166075901569 -1.0031770482494824 0.2014311263288184 0.0621806346961395 0.2014311263288193 0.06218063469614155
0.234 -0.09551706628139589 -0.9985930251839922 -0.09551706628139536 -0.9985930251839923 0.19933252737855406 0.0628655119918277 0.19933252737855575 0.06286551199183182
0.235 -0.09528127955091598 -0.9941016074848138 -0.09528127955091509 -0.9941016074848161 0.19724225087225494 0.06348346404511172 0.19724225087225694 0.06348346404511344
0.236 -0.09506183570644869 -0.9897010229398058 -0.09506183570644819 -0.9897010229398013 0.19516235754228736 0.0640360479325279 0.19516235754228903 0.06403604793253656
0.237 -0.09485640048060923 -0.9853894588688954 -0.09485640048060803 -0.9853894588688901 0.19309478479702613 0.0645248628357133 0.1930947847970285 0.06452486283572284
0.238 -0.0946627677971941 -0.9811650701640908 -0.09466276779719116 -0.9811650701640848 0.1910413489725493 0.0649515420082003 0.19104134897255334 0.06495154200821047
0.239 -0.09447885696633604 -0.9770259868407936 -0.09447885696633784 -0.9770259868407951 0.1890037479900998 0.0653177452297935 0.1890037479900991 0.06531774522979594
0.24 -0.09430270953281819 -0.9729703210962767 -0.09430270953281664 -0.9729703210962738 0.18698356436378535 0.06562515175272075 0.18698356436378796 0.06562515175272787
0.241 -0.09413248582998551 -0.968996173875553 -0.09413248582998468 -0.9689961738755554 0.18498226850599359 0.06587545373938458 0.18498226850599547 0.0658754537393863
0.242 -0.09396646128871924 -0.9651016409495348 -0.09396646128871819 -0.9651016409495304 0.18300122228097462 0.06607035018686404 0.18300122228097673 0.06607035018687235
0.243 -0.09380302254746534 -0.9612848185133017 -0.093803022547465 -0.9612848185132996 0.18104168276052077 0.06621154133040001 0.18104168276052215 0.06621154133040626
0.244 -0.09364066340612981 -0.957543808316131 -0.09364066340612903 -0.9575438083161313 0.17910480613885077 0.06630072351425761 0.17910480613885266 0.06630072351426151
0.245 -0.09347798066306562 -0.9538767223368299 -0.09347798066306351 -0.9538767223368281 0.17719165176740148 0.06633958451646914 0.17719165176740465 0.06633958451647487
0.246 -0.09331366987109788 -0.9502816870205357 -0.09331366987109552 -0.9502816870205275 0.17530318627350153 0.06632979931133277 0.17530318627350494 0.06632979931134496
0.247 -0.093146521045117 -0.9467568470945363 -0.09314652104511717 -0.9467568470945372 0.17344028773033 0.0662730262521624 0.17344028773033082 0.06627302625216544
0.248 -0.09297541435057408 -0.943300368982222 -0.09297541435057147 -0.9433003689822195 0.17160374984875207 0.06617090365520706 0.17160374984875573 0.06617090365521365
0.249 -0.09279931579896147 -0.9399104438348262 -0.09279931579896172 -0.939910443834824 0.1697942861648822 0.06602504676512866 0.169794286164883 0.06602504676513492
0.25 -0.0926172729735244 -0.9365852902017939 -0.0926172729735231 -0.9365852902017899 0.16801253420006135 0.06583704508122797 0.16801253420006365 0.06583704508123595
0.251 -0.09242841080544664 -0.9333231563604676 -0.09242841080544531 -0.9333231563604667 0.16625905957294132 0.06560846002376895 0.16625905957294365 0.0656084600237737
0.252 -0.09223192741819133 -0.930122322326247 -0.09223192741819067 -0.9301223223262407 0.16453436004593056 0.0653408229192715 0.16453436004593222 0.06534082291928173
0.253 -0.09202709005508736 -0.9269811015639873 -0.09202709005508747 -0.9269811015639883 0.1628388694908503 0.06503563328404677 0.16283886949085113 0.06503563328404974
0.254 -0.0918132311030441 -0.9238978424215132 -0.09181323110304176 -0.9238978424215074 0.16117296176085819 0.0646943573851205 0.16117296176086157 0.0646943573851302
0.255 -0.09158974422297811 -0.9208709293051227 -0.09158974422297927 -0.9208709293051245 0.15953695445799676 0.06431842705870183 0.1595369544579966 0.06431842705870398
0.256 -0.09135608059577482 -0.9178987836171246 -0.0913560805957731 -0.9178987836171197 0.15793111258748674 0.06390923876618254 0.15793111258748946 0.0639092387661913
0.257 -0.0911117452906055 -0.9149798644739957 -0.09111174529060442 -0.9149798644739927 0.15635565209189026 0.06346815286910294 0.15635565209189228 0.06346815286910974
0.258 -0.0908562937610137 -0.9121126692237771 -0.09085629376101312 -0.9121126692237761 0.15481074325967462 0.06299649310449354 0.15481074325967617 0.06299649310449836
0.259 -0.09058932847256795 -0.9092957337799126 -0.09058932847256554 -0.9092957337799017 0.1532965140043275 0.06249554624340938 0.15329651400433086 0.062495546243424085
0.26 -0.09031049566465335 -0.906527632788176 -0.0903104956646523 -0.906527632788173 0.1518130530113997 0.061966561916036125 0.1518130530114017 0.06196656191604284
0.261 -0.09001948224787498 -0.9038069796426335 -0.0900194822478727 -0.9038069796426278 0.15036041275195236 0.06141075258744252 0.15036041275195558 0.06141075258745201
0.262 -0.08971601283738048 -0.9011324263651272 -0.08971601283737932 -0.9011324263651213 0.14893861236205286 0.06082929366951172 0.14893861236205497 0.06082929366952146
0.263 -0.08939984692169844 -0.8985026633625485 -0.08939984692169711 -0.8985026633625436 0.14754764038867446 0.060223323754806476 0.14754764038867668 0.060223323754815115
0.264 -0.08907077616580031 -0.895916419074812 -0.08907077616579953 -0.8959164190748111 0.14618745740324648 0.05959394495947044 0.1461874574032482 0.05959394495947509
0.265 -0.08872862184649011 -0.893372459525747 -0.0887286218464883 -0.8933724595257382 0.14485799848470543 0.0589422233629733 0.14485799848470818 0.058942223362985796
0.266 -0.08837323241762865 -0.8908695877881497 -0.0883732324176287 -0.8908695877881495 0.1435591755744961 0.05826918953346865 0.143559175574497 0.05826918953347247
0.267 -0.08800448120232449 -0.8884066433737382 -0.08800448120232326 -0.8884066433737353 0.14229087970634818 0.057575839128040325 0.1422908797063503 0.05757583912804684
0.268 -0.08762226420867616 -0.8859825015573012 -0.08762226420867697 -0.8859825015573008 0.14105298311420128 0.05686313355856273 0.14105298311420136 0.05686313355856671
0.269 -0.0872264980655294 -0.8835960726443497 -0.08722649806552882 -0.8835960726443467 0.1398453412217752 0.056132000713880074 0.13984534122177664 0.0561320007138867
